Kend,year,month,day,hour,localHour,dayTime,NMRI,,,,
,21,8,26,9,2,237.08,0.696855409,,,,
,21,8,26,10,3,237.13,0.749916333,,,,
,21,8,26,11,4,237.17,0.679683007,,,,
,21,8,26,12,5,237.21,0.772119962,,,,
,21,8,26,13,6,237.25,0.669062574,,,,
,21,8,26,14,7,237.29,0.741603818,,,,
,21,8,26,15,8,237.33,0.786125972,,,,
,21,8,26,16,9,237.38,0.726224959,,,,
,21,8,26,17,10,237.42,0.681354584,,,,
,21,8,26,18,11,237.46,0.644379566,,,,
,21,8,26,19,12,237.50,0.701715178,,,,
,21,8,26,20,13,237.54,0.685131393,,,,
,21,8,26,21,14,237.58,0.630369432,,,,
,21,8,26,22,15,237.63,0.720682889,,,,
,21,8,26,23,16,237.67,0.691589677,,,,
,21,8,26,0,17,237.71,0.714826774,,,,
,21,8,26,1,18,237.75,0.768999529,,,,
,21,8,26,2,19,237.79,0.725212703,,,,
,21,8,26,3,20,237.83,0.767856469,,,,
,21,8,26,4,21,237.88,0.797719774,,,,
,21,8,26,5,22,237.92,0.691481263,,,,
,21,8,26,6,23,237.96,0.743816286,,,,
,21,8,27,7,0,238.00,0.703754419,,,,
,21,8,27,8,1,238.04,0.773230615,,,,
,21,8,27,9,2,238.08,0.72439135,,,,
,21,8,27,10,3,238.13,0.740112538,,,,
,21,8,27,11,4,238.17,0.667577186,,,,
,21,8,27,12,5,238.21,0.801541362,,,,
,21,8,27,13,6,238.25,0.653656022,,,,
,21,8,27,14,7,238.29,0.754156847,,,,
,21,8,27,15,8,238.33,0.783074476,,,,
,21,8,27,16,9,238.38,0.711531346,,,,
,21,8,27,17,10,238.42,0.688015555,,,,
,21,8,27,18,11,238.46,0.653246524,,,,
,21,8,27,19,12,238.50,0.691500707,,,,
,21,8,27,20,13,238.54,0.706295663,,,,
,21,8,27,21,14,238.58,0.678818053,,,,
,21,8,27,22,15,238.63,0.707327363,,,,
,21,8,27,23,16,238.67,0.704910441,,,,
,21,8,27,0,17,238.71,0.728006717,,,,
,21,8,27,1,18,238.75,0.767591916,,,,
,21,8,27,2,19,238.79,0.726919043,,,,
,21,8,27,3,20,238.83,0.761500118,,,,
,21,8,27,4,21,238.88,0.803045015,,,,
,21,8,27,5,22,238.92,0.716051732,,,,
,21,8,27,6,23,238.96,0.753892882,,,,
,21,8,28,8,1,239.04,0.852483502,,,,
,21,8,28,9,2,239.08,0.587363304,,,,
,21,8,28,10,3,239.13,0.746364601,,,,
,21,8,28,11,4,239.17,0.666972072,,,,
,21,8,28,12,5,239.21,0.785635753,,,,
,21,8,28,13,6,239.25,0.667958402,,,,
,21,8,28,14,7,239.29,0.76434009,,,,
,21,8,28,15,8,239.33,0.794552793,,,,
,21,8,28,16,9,239.38,0.640295781,,,,
,21,8,28,17,10,239.42,0.766318642,,,,
,21,8,28,18,11,239.46,0.670038298,,,,
,21,8,28,19,12,239.50,0.693248881,,,,
,21,8,28,20,13,239.54,0.712000354,,,,
,21,8,28,21,14,239.58,0.666701626,,,,
,21,8,28,22,15,239.63,0.704366015,,,,
,21,8,28,23,16,239.67,0.72732913,,,,
,21,9,10,7,0,252.00,0.764541598,,,,
,21,9,10,8,1,252.04,0.668941786,,,,
,21,9,10,9,2,252.08,0.692141763,,,,
,21,9,10,10,3,252.13,0.605800141,,,,
,21,9,10,11,4,252.17,0.74192906,,,,
,21,9,10,12,5,252.21,0.60008131,,,,
,21,9,10,13,6,252.25,0.716695734,,,,
,21,9,10,14,7,252.29,0.761599694,,,,
,21,9,10,15,8,252.33,0.675283408,,,,
,21,9,10,16,9,252.38,0.628742635,,,,
,21,9,10,17,10,252.42,0.591033467,,,,
,21,9,10,18,11,252.46,0.652428706,,,,
,21,9,10,19,12,252.50,0.644622908,,,,
,21,9,10,20,13,252.54,0.677662032,,,,
,21,9,10,21,14,252.58,0.661418807,,,,
,21,9,10,22,15,252.63,0.650761254,,,,
,21,9,10,23,16,252.67,0.682220127,,,,
,21,9,10,0,17,252.71,0.72647655,,,,
,21,9,10,1,18,252.75,0.687844096,,,,
,21,9,10,2,19,252.79,0.741752298,,,,
,21,9,10,3,20,252.83,0.767565991,,,,
,21,9,10,4,21,252.88,0.694969361,,,,
,21,9,10,5,22,252.92,0.695873203,,,,
,21,9,10,6,23,252.96,0.665139053,,,,
,21,9,11,7,0,253.00,0.734642941,,,,
,21,9,11,8,1,253.04,0.672872967,,,,
,21,9,11,9,2,253.08,0.680197384,,,,
,21,9,11,10,3,253.13,0.591912562,,,,
,21,9,11,11,4,253.17,0.745362951,,,,
,21,9,11,12,5,253.21,0.583422107,,,,
,21,9,11,13,6,253.25,0.719424346,,,,
,21,9,11,14,7,253.29,0.764403135,,,,
,21,9,11,15,8,253.33,0.611787061,,,,
,21,9,11,16,9,253.38,0.692033349,,,,
,21,9,11,17,10,253.42,0.598929413,,,,
,21,9,11,18,11,253.46,0.65234445,,,,
,21,9,11,19,12,253.50,0.631685718,,,,
,21,9,11,20,13,253.54,0.586658025,,,,
,21,9,11,21,14,253.58,0.662101108,,,,
,21,9,11,22,15,253.63,0.649620551,,,,
,21,9,11,23,16,253.67,0.677879449,,,,
,21,9,11,0,17,253.71,0.713407377,,,,
,21,9,11,1,18,253.75,0.661890172,,,,
,21,9,11,2,19,253.79,0.732727433,,,,
,21,9,11,3,20,253.83,0.755160853,,,,
,21,9,11,4,21,253.88,0.700321706,,,,
,21,9,11,5,22,253.92,0.701894296,,,,
,21,9,11,6,23,253.96,0.657051025,,,,
,21,9,13,7,0,255.00,0.650857884,,,,
,21,9,13,8,1,255.04,0.728973604,,,,
,21,9,13,9,2,255.08,0.667808744,,,,
,21,9,13,10,3,255.13,0.554902781,,,,
,21,9,13,11,4,255.17,0.648315461,,,,
,21,9,13,12,5,255.21,0.590784233,,,,
,21,9,13,13,6,255.25,0.74377563,,,,
,21,9,13,14,7,255.29,0.725836672,,,,
,21,9,13,15,8,255.33,0.521712821,,,,
,21,9,13,16,9,255.38,0.780035352,,,,
,21,9,13,17,10,255.42,0.577629036,,,,
,21,9,13,18,11,255.46,0.620062456,,,,
,21,9,13,19,12,255.50,0.609048433,,,,
,21,9,13,20,13,255.54,0.573551732,,,,
,21,9,13,21,14,255.58,0.615604525,,,,
,21,9,13,22,15,255.63,0.638646005,,,,
,21,9,13,23,16,255.67,0.672238982,,,,
,21,9,13,0,17,255.71,0.781988569,,,,
,21,9,13,1,18,255.75,0.653539948,,,,
,21,9,13,2,19,255.79,0.710955103,,,,
,21,9,13,3,20,255.83,0.715690549,,,,
,21,9,13,4,21,255.88,0.739882748,,,,
,21,9,13,5,22,255.92,0.700866132,,,,
,21,9,13,6,23,255.96,0.634922225,,,,
,21,9,14,7,0,256.00,0.622624912,,,,
,21,9,14,8,1,256.04,0.743810394,,,,
,21,9,14,9,2,256.08,0.662526514,,,,
,21,9,14,10,3,256.13,0.533715531,,,,
,21,9,14,11,4,256.17,0.577792835,,,,
,21,9,14,12,5,256.21,0.643940608,,,,
,21,9,14,13,6,256.25,0.76941374,,,,
,21,9,14,14,7,256.29,0.729418454,,,,
,21,9,14,15,8,256.33,0.483815696,,,,
,21,9,14,16,9,256.38,0.790545605,,,,
,21,9,14,17,10,256.42,0.578194084,,,,
,21,9,14,18,11,256.46,0.610350577,,,,
,21,9,14,19,12,256.50,0.585804266,,,,
,21,9,14,20,13,256.54,0.577330898,,,,
,21,9,14,21,14,256.58,0.582760429,,,,
,21,9,14,22,15,256.63,0.629071412,,,,
,21,9,14,23,16,256.67,0.669432006,,,,
,21,9,14,0,17,256.71,0.799375442,,,,
,21,9,14,1,18,256.75,0.650383573,,,,
,21,9,14,2,19,256.79,0.698962409,,,,
,21,9,14,3,20,256.83,0.702396889,,,,
,21,9,14,4,21,256.88,0.749162739,,,,
,21,9,14,5,22,256.92,0.716739335,,,,
,21,9,14,6,23,256.96,0.617385694,,,,
,21,9,15,7,0,257.00,0.597511784,,,,
,21,9,15,8,1,257.04,0.732817582,,,,
,21,9,15,9,2,257.08,0.636040537,,,,
,21,9,15,10,3,257.13,0.496363422,,,,
,21,9,15,11,4,257.17,0.521165449,,,,
,21,9,15,12,5,257.21,0.697799317,,,,
,21,9,15,13,6,257.25,0.779651779,,,,
,21,9,15,14,7,257.29,0.707825831,,,,
,21,9,15,15,8,257.33,0.46617959,,,,
,21,9,15,16,9,257.38,0.767843507,,,,
,21,9,15,17,10,257.42,0.57418395,,,,
,21,9,15,18,11,257.46,0.605268678,,,,
,21,9,15,19,12,257.50,0.553120434,,,,
,21,9,15,20,13,257.54,0.564290007,,,,
,21,9,15,21,14,257.58,0.568943554,,,,
,21,9,15,22,15,257.63,0.621919043,,,,
,21,9,15,23,16,257.67,0.67241869,,,,
,21,9,15,0,17,257.71,0.789893354,,,,
,21,9,15,1,18,257.75,0.646622083,,,,
,21,9,15,2,19,257.79,0.687772213,,,,
,21,9,15,3,20,257.83,0.678537002,,,,
,21,9,15,4,21,257.88,0.774451449,,,,
,21,9,15,5,22,257.92,0.718124558,,,,
,21,9,15,6,23,257.96,0.594556328,,,,
,21,9,16,7,0,258.00,0.58238157,,,,
,21,9,16,8,1,258.04,0.727469361,,,,
,21,9,16,9,2,258.08,0.623270681,,,,
,21,9,16,10,3,258.13,0.485072472,,,,
,21,9,16,11,4,258.17,0.521845982,,,,
,21,9,16,12,5,258.21,0.688616545,,,,
,21,9,16,13,6,258.25,0.775639877,,,,
,21,9,16,14,7,258.29,0.65839795,,,,
,21,9,16,15,8,258.33,0.49802675,,,,
,21,9,16,16,9,258.38,0.738654254,,,,
,21,9,16,17,10,258.42,0.568191138,,,,
,21,9,16,18,11,258.46,0.609457931,,,,
,21,9,16,19,12,258.50,0.513003182,,,,
,21,9,16,20,13,258.54,0.563060335,,,,
,21,9,16,21,14,258.58,0.570364129,,,,
,21,9,16,22,15,258.63,0.6079749,,,,
,21,9,16,23,16,258.67,0.662123498,,,,
,21,9,16,0,17,258.71,0.786146005,,,,
,21,9,16,1,18,258.75,0.66053441,,,,
,21,9,16,2,19,258.79,0.655458402,,,,
,21,9,16,3,20,258.83,0.682792246,,,,
,21,9,16,4,21,258.88,0.746138935,,,,
,21,9,16,5,22,258.92,0.709167452,,,,
,21,9,16,6,23,258.96,0.558349635,,,,
,21,9,17,7,0,259.00,0.564813222,,,,
,21,9,17,8,1,259.04,0.696390526,,,,
,21,9,17,9,2,259.08,0.615609828,,,,
,21,9,17,10,3,259.13,0.482142941,,,,
,21,9,17,11,4,259.17,0.517829955,,,,
,21,9,17,12,5,259.21,0.660093095,,,,
,21,9,17,13,6,259.25,0.777718006,,,,
,21,9,17,14,7,259.29,0.644632925,,,,
,21,9,17,15,8,259.33,0.511729908,,,,
,21,9,17,16,9,259.38,0.704526868,,,,
,21,9,17,17,10,259.42,0.541392882,,,,
,21,9,17,18,11,259.46,0.662363304,,,,
,21,9,17,19,12,259.50,0.505800731,,,,
,21,9,17,20,13,259.54,0.577075772,,,,
,21,9,17,21,14,259.58,0.546358708,,,,
,21,9,17,22,15,259.63,0.592758661,,,,
,21,9,17,23,16,259.67,0.65623851,,,,
,21,9,17,0,17,259.71,0.790583314,,,,
,21,9,17,1,18,259.75,0.659185718,,,,
,21,9,17,2,19,259.79,0.633014966,,,,
,21,9,17,3,20,259.83,0.682718006,,,,
,21,9,17,4,21,259.88,0.73300436,,,,
,21,9,17,5,22,259.92,0.669730733,,,,
,21,9,17,6,23,259.96,0.557815225,,,,
,21,9,18,7,0,260.00,0.54708461,,,,
,21,9,18,8,1,260.04,0.690054796,,,,
,21,9,18,9,2,260.08,0.608856352,,,,
,21,9,18,10,3,260.13,0.484675348,,,,
,21,9,18,11,4,260.17,0.499158025,,,,
,21,9,18,12,5,260.21,0.662764553,,,,
,21,9,18,13,6,260.25,0.755468419,,,,
,21,9,18,14,7,260.29,0.657545958,,,,
,21,9,18,15,8,260.33,0.503904667,,,,
,21,9,18,16,9,260.38,0.671967947,,,,
,21,9,18,17,10,260.42,0.539447325,,,,
,21,9,18,18,11,260.46,0.665862597,,,,
,21,9,18,19,12,260.50,0.469085553,,,,
,21,9,18,20,13,260.54,0.578489866,,,,
,21,9,18,21,14,260.58,0.536229672,,,,
,21,9,18,22,15,260.63,0.591498939,,,,
,21,9,18,23,16,260.67,0.645899717,,,,
,21,9,18,0,17,260.71,0.789825595,,,,
,21,9,18,1,18,260.75,0.656559628,,,,
,21,9,18,2,19,260.79,0.616601461,,,,
,21,9,18,3,20,260.83,0.682107589,,,,
,21,9,18,4,21,260.88,0.714038416,,,,
,21,9,18,5,22,260.92,0.646790007,,,,
,21,9,18,6,23,260.96,0.551100047,,,,
,21,9,19,7,0,261.00,0.495960405,,,,
,21,9,19,8,1,261.04,0.570281051,,,,
,21,9,19,9,2,261.08,0.713778576,,,,
,21,9,19,10,3,261.13,0.47990337,,,,
,21,9,19,11,4,261.17,0.51515555,,,,
,21,9,19,12,5,261.21,0.658075065,,,,
,21,9,19,13,6,261.25,0.750143766,,,,
,21,9,19,14,7,261.29,0.657877681,,,,
,21,9,19,15,8,261.33,0.504365425,,,,
,21,9,19,16,9,261.38,0.62678765,,,,
,21,9,19,17,10,261.42,0.551374617,,,,
,21,9,19,18,11,261.46,0.611857177,,,,
,21,9,19,19,12,261.50,0.445204454,,,,
,21,9,19,20,13,261.54,0.568400306,,,,
,21,9,19,21,14,261.58,0.525364718,,,,
,21,9,19,22,15,261.63,0.664504478,,,,
,21,9,19,23,16,261.67,0.744483267,,,,
,21,9,19,0,17,261.71,0.785109003,,,,
,21,9,19,1,18,261.75,0.650055975,,,,
,21,9,19,2,19,261.79,0.591664506,,,,
,21,9,19,3,20,261.83,0.694477374,,,,
,21,9,19,4,21,261.88,0.6836572,,,,
,21,9,19,5,22,261.92,0.637301438,,,,
,21,9,19,6,23,261.96,0.573990101,,,,
,21,9,20,7,0,262.00,0.442721541,,,,
,21,9,20,8,1,262.04,0.585854348,,,,
,21,9,20,9,2,262.08,0.72356116,,,,
,21,9,20,10,3,262.13,0.486579071,,,,
,21,9,20,11,4,262.17,0.524000118,,,,
,21,9,20,12,5,262.21,0.669004831,,,,
,21,9,20,13,6,262.25,0.748769738,,,,
,21,9,20,14,7,262.29,0.67762609,,,,
,21,9,20,15,8,262.33,0.488584728,,,,
,21,9,20,16,9,262.38,0.5389465,,,,
,21,9,20,17,10,262.42,0.549126797,,,,
,21,9,20,18,11,262.46,0.609638228,,,,
,21,9,20,19,12,262.50,0.323198209,,,,
,21,9,20,20,13,262.54,0.55360535,,,,
,21,9,20,21,14,262.58,0.519622908,,,,
,21,9,20,22,15,262.63,0.549037238,,,,
,21,9,20,23,16,262.67,0.631518383,,,,
,21,9,20,0,17,262.71,0.81196559,,,,
,21,9,20,1,18,262.75,0.647305562,,,,
,21,9,20,2,19,262.79,0.647064577,,,,
,21,9,20,3,20,262.83,0.702019208,,,,
,21,9,20,4,21,262.88,0.694914565,,,,
,21,9,20,5,22,262.92,0.664053736,,,,
,21,9,20,6,23,262.96,0.618008485,,,,
,21,9,21,7,0,263.00,0.36040832,,,,
,21,9,21,8,1,263.04,0.519344214,,,,
,21,9,21,9,2,263.08,0.709009545,,,,
,21,9,21,10,3,263.13,0.394039595,,,,
,21,9,21,11,4,263.17,0.482208932,,,,
,21,9,21,12,5,263.21,0.650051261,,,,
,21,9,21,13,6,263.25,0.736810629,,,,
,21,9,21,14,7,263.29,0.641177822,,,,
,21,9,21,15,8,263.33,0.48060099,,,,
,21,9,21,16,9,263.38,0.492676173,,,,
,21,9,21,17,10,263.42,0.556687485,,,,
,21,9,21,18,11,263.46,0.507142941,,,,
,21,9,21,19,12,263.50,0.569941079,,,,
,21,9,21,20,13,263.54,0.549221659,,,,
,21,9,21,21,14,263.58,0.513684893,,,,
,21,9,21,22,15,263.63,0.549707754,,,,
,21,9,21,23,16,263.67,0.623369668,,,,
,21,9,21,0,17,263.71,0.766926703,,,,
,21,9,21,1,18,263.75,0.623146359,,,,
,21,9,21,2,19,263.79,0.596091798,,,,
,21,9,21,3,20,263.83,0.677202451,,,,
,21,9,21,4,21,263.88,0.674255833,,,,
,21,9,21,5,22,263.92,0.594184539,,,,
,21,9,21,6,23,263.96,0.603496936,,,,
,21,9,22,7,0,264.00,0.400390054,,,,
,21,9,22,8,1,264.04,0.507794603,,,,
,21,9,22,9,2,264.08,0.650732383,,,,
,21,9,22,10,3,264.13,0.38559333,,,,
,21,9,22,11,4,264.17,0.481042894,,,,
,21,9,22,12,5,264.21,0.623159321,,,,
,21,9,22,13,6,264.25,0.731926703,,,,
,21,9,22,14,7,264.29,0.620943908,,,,
,21,9,22,15,8,264.33,0.502794014,,,,
,21,9,22,16,9,264.38,0.470263375,,,,
,21,9,22,17,10,264.42,0.567296135,,,,
,21,9,22,18,11,264.46,0.520336436,,,,
,21,9,22,19,12,264.50,0.774276455,,,,
,21,9,22,20,13,264.54,0.550379449,,,,
,21,9,22,21,14,264.58,0.520342329,,,,
,21,9,22,22,15,264.63,0.556159557,,,,
,21,9,22,23,16,264.67,0.60594921,,,,
,21,9,22,0,17,264.71,0.719922814,,,,
,21,9,22,1,18,264.75,0.631374028,,,,
,21,9,22,2,19,264.79,0.64056387,,,,
,21,9,22,3,20,264.83,0.648135164,,,,
,21,9,22,4,21,264.88,0.671781758,,,,
,21,9,22,5,22,264.92,0.526004596,,,,
,21,9,22,6,23,264.96,0.748398539,,,,
,21,9,23,7,0,265.00,0.464705986,,,,
,21,9,23,8,1,265.04,0.513194084,,,,
,21,9,23,9,2,265.08,0.602785176,,,,
,21,9,23,10,3,265.13,0.445253358,,,,
,21,9,23,11,4,265.17,0.484893943,,,,
,21,9,23,12,5,265.21,0.625961584,,,,
,21,9,23,13,6,265.25,0.742177704,,,,
,21,9,23,14,7,265.29,0.615702922,,,,
,21,9,23,15,8,265.33,0.491426467,,,,
,21,9,23,16,9,265.38,0.452786354,,,,
,21,9,23,17,10,265.42,0.571395239,,,,
,21,9,23,18,11,265.46,0.556168395,,,,
,21,9,23,19,12,265.50,0.726929649,,,,
,21,9,23,20,13,265.54,0.694885694,,,,
,21,9,23,21,14,265.58,0.642874735,,,,
,21,9,23,22,15,265.63,0.639808508,,,,
,21,9,23,23,16,265.67,0.698964176,,,,
,21,9,23,0,17,265.71,0.662318525,,,,
,21,9,23,1,18,265.75,0.648714353,,,,
,21,9,23,2,19,265.79,0.654453806,,,,
,21,9,23,3,20,265.83,0.65426585,,,,
,21,9,23,4,21,265.88,0.667294956,,,,
,21,9,23,5,22,265.92,0.519873321,,,,
,21,9,23,6,23,265.96,0.766592623,,,,
,21,9,24,7,0,266.00,0.593190549,,,,
,21,9,24,8,1,266.04,0.653287179,,,,
,21,9,24,9,2,266.08,0.612793424,,,,
,21,9,24,10,3,266.13,0.592964294,,,,
,21,9,24,11,4,266.17,0.56449564,,,,
,21,9,24,12,5,266.21,0.647578954,,,,
,21,9,24,13,6,266.25,0.745598044,,,,
,21,9,24,14,7,266.29,0.673779166,,,,
,21,9,24,15,8,266.33,0.566820646,,,,
,21,9,24,16,9,266.38,0.497007424,,,,
,21,9,24,17,10,266.42,0.576164271,,,,
,21,9,24,18,11,266.46,0.516630332,,,,
,21,9,24,19,12,266.50,0.520840797,,,,
,21,9,24,20,13,266.54,0.536865425,,,,
,21,9,24,21,14,266.58,0.528362597,,,,
,21,9,24,22,15,266.63,0.575728258,,,,
,21,9,24,23,16,266.67,0.608402663,,,,
,21,9,24,0,17,266.71,0.597452864,,,,
,21,9,24,1,18,266.75,0.702514141,,,,
,21,9,24,2,19,266.79,0.720722366,,,,
,21,9,24,3,20,266.83,0.668025572,,,,
,21,9,24,4,21,266.88,0.673468065,,,,
,21,9,24,5,22,266.92,0.578472779,,,,
,21,9,24,6,23,266.96,0.744672991,,,,
,21,9,25,7,0,267.00,0.52643884,,,,
,21,9,25,8,1,267.04,0.565141999,,,,
,21,9,25,9,2,267.08,0.515253948,,,,
,21,9,25,10,3,267.13,0.659634692,,,,
,21,9,25,11,4,267.17,0.48261843,,,,
,21,9,25,12,5,267.21,0.634170398,,,,
,21,9,25,13,6,267.25,0.738065638,,,,
,21,9,25,14,7,267.29,0.56910264,,,,
,21,9,25,15,8,267.33,0.539759015,,,,
,21,9,25,16,9,267.38,0.479521565,,,,
,21,9,25,17,10,267.42,0.552943672,,,,
,21,9,25,18,11,267.46,0.483743224,,,,
,21,9,25,19,12,267.50,0.54178058,,,,
,21,9,25,20,13,267.54,0.487015673,,,,
,21,9,25,21,14,267.58,0.541049375,,,,
,21,9,25,22,15,267.63,0.568343153,,,,
,21,9,25,23,16,267.67,0.608422107,,,,
,21,9,25,0,17,267.71,0.572503535,,,,
,21,9,25,1,18,267.75,0.680811336,,,,
,21,9,25,2,19,267.79,0.716534292,,,,
,21,9,25,3,20,267.83,0.643075065,,,,
,21,9,25,4,21,267.88,0.647086967,,,,
,21,9,25,5,22,267.92,0.529757247,,,,
,21,9,25,6,23,267.96,0.649731322,,,,
,21,9,26,7,0,268.00,0.637637874,,,,
,21,9,26,8,1,268.04,0.636831841,,,,
,21,9,26,9,2,268.08,0.55761902,,,,
,21,9,26,10,3,268.13,0.735988687,,,,
,21,9,26,11,4,268.17,0.549991751,,,,
,21,9,26,12,5,268.21,0.710463116,,,,
,21,9,26,13,6,268.25,0.750968065,,,,
,21,9,26,14,7,268.29,0.507089324,,,,
,21,9,26,15,8,268.33,0.736970304,,,,
,21,9,26,16,9,268.38,0.514752534,,,,
,21,9,26,17,10,268.42,0.542248998,,,,
,21,9,26,18,11,268.46,0.521143059,,,,
,21,9,26,19,12,268.50,0.427871789,,,,
,21,9,26,20,13,268.54,0.510197973,,,,
,21,9,26,21,14,268.58,0.592289064,,,,
,21,9,26,22,15,268.63,0.588852816,,,,
,21,9,26,23,16,268.67,0.684259958,,,,
,21,9,26,0,17,268.71,0.556844803,,,,
,21,9,26,1,18,268.75,0.693682536,,,,
,21,9,26,2,19,268.79,0.694112656,,,,
,21,9,26,3,20,268.83,0.706415272,,,,
,21,9,26,4,21,268.88,0.656478906,,,,
,21,9,26,5,22,268.92,0.599233443,,,,
,21,9,26,6,23,268.96,0.705017087,,,,
,21,9,27,7,0,269.00,0.63147655,,,,
,21,9,27,8,1,269.04,0.597317935,,,,
,21,9,27,9,2,269.08,0.512101697,,,,
,21,9,27,10,3,269.13,0.608522861,,,,
,21,9,27,11,4,269.17,0.510478435,,,,
,21,9,27,12,5,269.21,0.734337733,,,,
,21,9,27,13,6,269.25,0.731515437,,,,
,21,9,27,14,7,269.29,0.407209522,,,,
,21,9,27,15,8,269.33,0.76224016,,,,
,21,9,27,16,9,269.38,0.478789771,,,,
,21,9,27,17,10,269.42,0.52053382,,,,
,21,9,27,18,11,269.46,0.491015791,,,,
,21,9,27,19,12,269.50,0.418795663,,,,
,21,9,27,20,13,269.54,0.483329012,,,,
,21,9,27,21,14,269.58,0.545977492,,,,
,21,9,27,22,15,269.63,0.561032878,,,,
,21,9,27,23,16,269.67,0.744447325,,,,
,21,9,27,0,17,269.71,0.577188899,,,,
,21,9,27,1,18,269.75,0.669975253,,,,
,21,9,27,2,19,269.79,0.66690667,,,,
,21,9,27,3,20,269.83,0.711998586,,,,
,21,9,27,4,21,269.88,0.662489984,,,,
,21,9,27,5,22,269.92,0.564078482,,,,
,21,9,27,6,23,269.96,0.593420929,,,,
,21,9,28,7,0,270.00,0.653670163,,,,
,21,9,28,8,1,270.04,0.555309333,,,,
,21,9,28,9,2,270.08,0.441173109,,,,
,21,9,28,10,3,270.13,0.568622437,,,,
,21,9,28,11,4,270.17,0.423307212,,,,
,21,9,28,12,5,270.21,0.744376031,,,,
,21,9,28,13,6,270.25,0.700629272,,,,
,21,9,28,14,7,270.29,0.327436955,,,,
,21,9,28,15,8,270.33,0.751214942,,,,
,21,9,28,16,9,270.38,0.484497407,,,,
,21,9,28,17,10,270.42,0.496524864,,,,
,21,9,28,18,11,270.46,0.479557506,,,,
,21,9,28,19,12,270.50,0.436655079,,,,
,21,9,28,20,13,270.54,0.480131393,,,,
,21,9,28,21,14,270.58,0.526132453,,,,
,21,9,28,22,15,270.63,0.589380745,,,,
,21,9,28,23,16,270.67,0.768025572,,,,
,21,9,28,0,17,270.71,0.566667452,,,,
,21,9,28,1,18,270.75,0.651902545,,,,
,21,9,28,2,19,270.79,0.659218713,,,,
,21,9,28,3,20,270.83,0.717285529,,,,
,21,9,28,4,21,270.88,0.64543778,,,,
,21,9,28,5,22,270.92,0.529460877,,,,
,21,9,28,6,23,270.96,0.498372025,,,,
,21,9,29,7,0,271.00,0.703072119,,,,
,21,9,29,8,1,271.04,0.634181004,,,,
,21,9,29,9,2,271.08,0.526404077,,,,
,21,9,29,10,3,271.13,0.555502003,,,,
,21,9,29,11,4,271.17,0.624731911,,,,
,21,9,29,12,5,271.21,0.775902074,,,,
,21,9,29,13,6,271.25,0.719889819,,,,
,21,9,29,14,7,271.29,0.414363658,,,,
,21,9,29,15,8,271.33,0.771824181,,,,
,21,9,29,16,9,271.38,0.502029225,,,,
,21,9,29,17,10,271.42,0.522341504,,,,
,21,9,29,18,11,271.46,0.455098397,,,,
,21,9,29,19,12,271.50,0.452122908,,,,
,21,9,29,20,13,271.54,0.446341032,,,,
,21,9,29,21,14,271.58,0.543227669,,,,
,21,9,29,22,15,271.63,0.588950035,,,,
,21,9,29,23,16,271.67,0.760940372,,,,
,21,9,29,0,17,271.71,0.59919161,,,,
,21,9,29,1,18,271.75,0.699195145,,,,
,21,9,29,2,19,271.79,0.69690667,,,,
,21,9,29,3,20,271.83,0.728703747,,,,
,21,9,29,4,21,271.88,0.687403959,,,,
,21,9,29,5,22,271.92,0.611721659,,,,
,21,9,29,6,23,271.96,0.622980203,,,,
,21,9,30,7,0,272.00,0.695833726,,,,
,21,9,30,8,1,272.04,0.634812043,,,,
,21,9,30,9,2,272.08,0.545117841,,,,
,21,9,30,10,3,272.13,0.577000943,,,,
,21,9,30,11,4,272.17,0.616881923,,,,
,21,9,30,12,5,272.21,0.772553029,,,,
,21,9,30,13,6,272.25,0.686506599,,,,
,21,9,30,14,7,272.29,0.492429885,,,,
,21,9,30,15,8,272.33,0.751583785,,,,
,21,9,30,16,9,272.38,0.563307801,,,,
,21,9,30,17,10,272.42,0.566354584,,,,
,21,9,30,18,11,272.46,0.460758308,,,,
,21,9,30,0,17,272.71,0.705035352,,,,
,21,9,30,1,18,272.75,0.721810629,,,,
,21,9,30,2,19,272.79,0.712671459,,,,
,21,9,30,3,20,272.83,0.716543719,,,,
,21,9,30,4,21,272.88,0.71529637,,,,
,21,9,30,5,22,272.92,0.625335847,,,,
,21,9,30,6,23,272.96,0.647037473,,,,
,21,10,1,21,14,273.58,0.484789654,,,,
,21,10,1,22,15,273.63,0.613881098,,,,
,21,10,1,23,16,273.67,0.750597455,,,,
,21,10,2,7,0,274.00,0.632682065,,,,
,21,10,2,8,1,274.04,0.560702333,,,,
,21,10,2,9,2,274.08,0.434275277,,,,
,21,10,2,10,3,274.13,0.446997407,,,,
,21,10,2,11,4,274.17,0.533944733,,,,
,21,10,2,12,5,274.21,0.756778223,,,,
,21,10,2,13,6,274.25,0.594575183,,,,
,21,10,2,14,7,274.29,0.427758072,,,,
,21,10,2,15,8,274.33,0.682584256,,,,
,21,10,2,16,9,274.38,0.495996347,,,,
,21,10,2,17,10,274.42,0.610406552,,,,
,21,10,2,18,11,274.46,0.41393177,,,,
,21,10,2,19,12,274.50,0.515271624,,,,
,21,10,2,20,13,274.54,0.4709716,,,,
,21,10,2,21,14,274.58,0.53772272,,,,
,21,10,2,22,15,274.63,0.610854938,,,,
,21,10,2,23,16,274.67,0.748911148,,,,
,21,10,2,0,17,274.71,0.622968419,,,,
